Report Level 3,BM000720,BM000721,BM000722,BM000723,BM000724,BM000725,BM000726,BM000727,BM000728,BM000729,BM000730,BM000731,BM000732,BM000733,BM000734,BM000735,BM000736,BM000737,BM000738,BM000739,BM000740,BM000741,BM000742,BM000743,BM000744
GABA,16.517789534422405,16.6839651419809,16.62830237995577,16.645767992471644,16.871863911870427,16.753006257646682,16.855662697250658,16.73974270425592,16.688356627468266,16.7012175268703,16.654324213119896,16.623912648644257,16.631054501582643,16.743206117531894,16.710449257099473,17.059461698272134,16.824350313287667,16.71199575652553,16.502711808559088,16.543729589661297,16.68846653460856,16.49150469256611,16.16335749714802,16.743737979948122,16.706396048231472
Serotonin,11.936570660736562,11.910613613966806,11.817633409418875,11.93599524452459,12.263806823971146,11.986172054443008,12.141290043568617,12.200235143737528,11.84231647582878,12.19542102442393,11.79840055564295,11.99937527219949,11.868485642288963,11.991715881178488,12.10485559200466,12.797402445624579,12.031363213475313,11.979847473744638,11.649039173036305,11.887621147679015,11.974863318634396,11.862893525531701,10.994926370036858,12.063353350393832,12.044380559874012
Tryptophan,17.40837576060524,17.749281128572754,17.648002190316497,17.594114392183535,17.8336019145806,17.741651821837436,17.749544328176835,17.706726311648705,17.72178337178947,17.674528863008405,17.703023865006134,17.647920961651803,17.728514912789393,17.722039946232584,17.69831412204192,17.79735614292514,17.853106160057706,17.725750881137223,17.496222759849474,17.531704388076243,17.737260108249906,17.441844954693234,17.181864272986513,17.76263489827455,17.797873019296617
Trimethylamine N-oxide (TMAO),15.254986879225656,15.998249062593322,15.983473517058425,15.902980114892788,15.231568084953084,15.921935750256676,15.83070657320851,15.779669602643413,15.974557991728103,15.80148430956952,15.511424057375379,14.840110601490556,15.365654335053765,16.047387447495332,15.078204607512117,16.322410556249277,16.052596068973912,15.581344479341052,15.620557774357195,15.47177426927769,15.995953701822566,15.52338706033646,15.201436297901779,15.85389358244824,15.28231889383842
Indole & Indole Derivatives,12.945835183825258,12.763355550097023,13.280596801236662,11.693561006974809,12.164064689868912,12.495260442087686,12.909938073558383,12.761657186858766,12.429495664863706,13.104511940283553,12.345347027641772,11.311561013561647,13.067451167450809,12.45969800079782,12.558002098774807,15.427419902907314,12.666332755714857,12.417662674101244,11.600196333653905,13.032025057799354,13.242763256869974,11.77395924879592,11.415049826942589,12.005624549193879,12.249874904619123
Cysteine Derivatives,17.288517719572955,17.530089798348634,17.478412076581865,17.502861989360717,17.411465174832017,17.597455112383916,17.62878155359692,17.468331283952473,17.59445531599565,17.478943958814128,17.412944050220684,17.00913200514962,17.277923997067674,17.653997996092507,17.321479507608213,18.01769287041575,17.681339806524356,17.472239149026393,17.4204039587961,17.29560792061182,17.568750770300625,17.28560997785361,16.959833309041795,17.538071335365117,17.060159887116487
Bile Acid Pool,15.768430534956861,15.85173769712778,15.773555853555715,15.534343618801174,16.244939816921104,15.903642404187485,16.135644162983443,15.96857578949172,15.621502608584397,15.837057615938612,15.81851889342525,16.21285627310815,15.687268642036974,15.667438961645551,16.11489292114675,15.367961562539918,15.968746543266382,15.907816755503926,15.276019326128337,15.524464277060344,15.741717403295514,15.536621199258509,15.263505973977296,15.858279137164264,16.214202990105598
Imidazole Propionate,15.10637618767857,13.503695745515044,12.839664400475202,14.653661298438507,14.98972769872693,14.427336849563513,15.709896753053652,14.769179071147745,14.64276172724076,15.23627908783965,14.858800828558048,14.150505731891428,14.48409447912516,14.97909824744967,14.886318963579386,17.38216517523963,14.96315889737588,13.884015936358402,14.35944165096502,14.828333204628734,13.842808636673528,14.880646625058551,13.321993831818004,14.123425764532588,12.954722209209923
Oxidative stress,12.569528900574277,12.669428395999917,12.807896233670522,12.56021261257862,12.165920321562274,12.896535490951296,13.460972458102688,12.84384320409591,12.573504401897825,13.34502400771038,12.610040518697938,11.96413748255685,12.722881520747164,12.77495723734785,12.226760390614679,14.461744383878523,12.841756307744859,12.53378476170805,12.849314528916095,12.452881275054295,12.916566212955335,13.138455277679851,11.72876234807365,12.630035000842508,12.056690782285763
Branched Chain Amino Acids,16.94947303663597,17.210065877398602,17.103529842211884,17.021450339257964,17.27445089499261,17.22135205247552,17.23451016440488,17.20250802187858,17.186773066556096,17.19074319218269,17.060084899518856,17.155542471126456,17.07048073459355,17.20702792452471,17.143297706900686,17.656268964432105,17.3172799934609,17.161842785374777,16.918958168338,16.904729122576974,17.2205115968051,16.926576643394398,16.594068492033646,17.179863584355964,17.265972056695148
Butyrate (SCFA),17.827013002161287,18.06301999344448,18.000546297269473,18.098796712905497,18.043562795411727,18.14622099812049,18.258332439616318,18.079610184488935,18.08273510709911,18.041173941495803,17.98893151119108,17.73136324205541,17.931079412788595,18.18807026273683,17.948815470439058,18.264716256562355,18.206613790268253,18.061910404742953,17.928663833930276,17.87534286495578,18.108974922366006,17.825614263147422,17.540465159668095,18.13416770504732,17.799942005411204
Lactate,19.13478087867986,19.455787562224714,19.395491120517303,19.35364545269811,19.456997976739455,19.464415751243855,19.476665084667005,19.44411737644798,19.408657443889194,19.361606075546614,19.474330212013438,19.371736351454903,19.52528269892368,19.43922396318718,19.45266613866372,19.909395013420284,19.510025200824973,19.455838351168428,19.159578625176866,19.180706387653554,19.431936489384388,19.131777684841584,18.839861915870085,19.452953036276146,19.425584206247162
Carbohydrates,18.403728093081256,18.539308153189054,18.47906548355429,18.48241149350182,18.738926235302696,18.659520137159546,18.792951545559205,18.625475069577963,18.579032520428505,18.630081959221727,18.66165184390828,18.45044972951638,18.668984822420036,18.6086488803425,18.65237436225963,19.24947309970839,18.724530761934854,18.618628019634052,18.374846479710065,18.419669883189663,18.578674579565483,18.415195574456966,18.007679828383697,18.582781423040323,18.52651861948996
Proteins,17.50333980072909,17.660650824014887,17.616260736179964,17.608376971648855,17.86081377096542,17.723255298706047,17.827041963375958,17.739387068412434,17.65400785000339,17.696646300035546,17.654124551507696,17.6409664627454,17.638744281562637,17.716380067720223,17.73100813254927,18.087033886908966,17.77061958802248,17.701465372374283,17.47160625769955,17.53974716517445,17.662564944409542,17.48655466944185,17.098525819789085,17.729355971601887,17.703773560561995
Fats,16.074741255118326,16.245784119405492,16.179570477504477,16.14934724325937,16.424695737648314,16.34033571575917,16.45086421629358,16.28833904933613,16.19812279909788,16.378770365252457,16.244667183231474,16.06757321809345,16.246048079693697,16.281150109040304,16.25338796262468,16.720113271591558,16.374225147946625,16.254883453682616,15.960629903208794,16.044712444578458,16.28607877687144,16.06717485105078,15.626737991190105,16.255855755356414,16.230267510609032
Vitamin B1,17.114799380944984,17.373287140174142,17.215605041696307,17.264439072290436,17.4846679423626,17.481276793560195,17.58358950492526,17.311861672889435,17.413405688680022,17.32196246679292,17.410683292164375,17.18454026607933,17.361559059152114,17.414033006256304,17.304166734630517,17.500817213703957,17.566034733758084,17.375409758488786,17.212877959447113,17.233398947529583,17.414851707529085,17.12507949781558,17.032301520600353,17.350525502140655,17.33985869531174
Vitamin B6,17.57283953532943,17.967433381974942,17.915325637424303,17.693414963200382,18.24646221600335,17.978042963867036,18.061374014376483,17.935937928696656,17.81142885251561,17.895988510003477,18.042417823485252,18.12284677135335,18.109280294881124,17.87773523475407,18.126741433465817,17.95237658361105,17.899433634870544,18.074590326985053,17.757538394192814,17.839179224739848,17.907096527153772,17.66081895662391,17.550113212992734,17.984884941633176,18.280219977926613
Vitamin B7,16.739896716741388,16.773457517719834,16.62268892247033,16.84077150756038,16.939105522694373,16.978539584708603,17.16241019240627,16.783984492020302,16.864212701530878,16.913182318832767,16.988355292525828,16.207104028120657,16.956979438116726,16.92595810157669,16.777480102242716,16.79692018122896,17.134785384984447,16.91271920809725,16.782864881915128,16.739528933506353,16.842895806003085,16.746128731303518,16.360910629245453,16.845681009181483,16.32635632874684
Vitamin B9,18.711336989303582,18.871779559621178,18.81370202146752,18.811482006959835,19.09100409114243,18.885039011479456,18.99994890979153,18.908126800824505,18.896215296975914,18.798382337730256,18.820988431853905,18.90556084292847,18.824404246887443,18.873788076003393,18.890403674768425,19.14498814906418,19.001111903739172,18.834593109852534,18.58027669861892,18.72206949281075,18.823377676619767,18.594244406608492,18.310796455770387,18.908917053779124,18.964195823234327
Vitamin B12,16.421496123047753,16.90307251231684,16.837674418441495,16.819175182689758,16.61318396596931,16.98427146919009,17.028388053755616,16.787737263215764,17.01379073179013,16.89341374164178,16.96152942727819,15.887553885991036,17.008782109080368,17.11654160341807,16.58176434969123,17.130223509311833,17.198008918085637,16.87107560709259,16.59080856980612,16.740097584247135,17.022411272044728,16.71952981187551,16.407549461657887,16.877669560503847,16.357564569384294
